taavg,hmavg,rf,iqty,ymd
19.3,52.8,0.0,197.5,2010-05-29
19.2,41.4,0.0,150.3,2010-05-30
16.7,44.7,0.0,156.0,2010-05-31
17.5,50.0,0.0,105.8,2010-06-01
19.2,58.5,0.0,95.3,2010-06-02
20.6,60.0,0.0,85.3,2010-06-03
21.7,58.0,0.0,99.3,2010-06-04
22.0,58.1,0.0,34.7,2010-06-05
22.8,62.9,0.0,70.6,2010-06-06
23.2,46.9,0.0,57.1,2010-06-07
22.5,41.7,0.0,77.4,2010-06-08
23.6,49.6,0.0,46.9,2010-06-09
24.1,51.3,0.0,42.0,2010-06-10
24.0,46.1,0.0,43.4,2010-06-11
20.3,77.0,12.0,51.1,2010-06-12
23.4,73.0,0.0,30.0,2010-06-13
24.2,72.3,0.0,73.3,2010-06-14
24.0,74.4,0.0,47.1,2010-06-15
22.8,73.7,0.0,62.7,2010-06-16
23.8,76.1,0.0,57.8,2010-06-17
25.7,64.5,0.0,47.4,2010-06-18
22.7,77.1,1.0,42.5,2010-06-19
22.7,79.8,22.0,100.4,2010-06-20
22.1,76.3,0.0,94.5,2010-06-21
21.9,58.1,0.0,32.9,2010-06-22
22.6,53.2,0.0,54.6,2010-06-23
23.1,60.8,0.0,49.8,2010-06-24
25.2,56.7,0.0,38.8,2010-06-25
24.3,67.3,2.0,44.0,2010-06-26
23.1,86.5,3.0,28.8,2010-06-27
24.4,72.6,0.0,44.0,2010-06-28
24.3,74.3,0.0,34.5,2010-06-29
23.7,82.6,1.0,40.7,2010-06-30
26.0,76.9,0.0,29.9,2010-07-01
25.1,86.7,16.0,50.3,2010-07-02
24.6,91.4,7.0,65.4,2010-07-03
24.8,83.3,2.0,55.5,2010-07-04
25.7,79.8,0.0,90.8,2010-07-05
25.7,66.2,0.0,60.1,2010-07-06
25.3,65.3,0.0,51.5,2010-07-07
24.4,73.4,1.0,45.2,2010-07-08
24.6,70.0,0.0,50.2,2010-07-09
25.4,65.6,0.0,34.7,2010-07-10
22.7,74.1,7.0,60.2,2010-07-11
23.6,73.3,0.0,34.8,2010-07-12
25.0,67.0,0.0,40.7,2010-07-13
25.6,68.0,1.0,45.6,2010-07-14
25.7,71.2,0.0,40.1,2010-07-15
24.9,80.5,17.0,55.3,2010-07-16
24.5,89.3,40.0,114.8,2010-07-17
27.7,69.9,0.0,250.8,2010-07-18
27.9,68.9,1.0,192.2,2010-07-19
28.8,66.0,0.0,136.7,2010-07-20
28.8,66.2,11.0,100.3,2010-07-21
28.3,70.0,0.0,116.2,2010-07-22
24.7,83.8,5.0,100.9,2010-07-23
24.9,83.3,1.0,90.7,2010-07-24
25.5,81.1,36.0,90.5,2010-07-25
25.2,83.5,0.0,91.6,2010-07-26
26.4,73.9,0.0,81.0,2010-07-27
24.3,81.2,1.0,75.8,2010-07-28
26.4,80.1,0.0,65.6,2010-07-29
26.6,80.0,0.0,59.9,2010-07-30
27.0,77.8,0.0,49.5,2010-07-31
28.8,74.5,0.0,46.4,2010-08-01
27.4,84.6,0.0,49.7,2010-08-02
27.4,79.3,0.0,44.7,2010-08-03
29.2,75.1,11.0,54.8,2010-08-04
28.9,76.6,0.0,49.8,2010-08-05
26.3,89.0,13.0,65.3,2010-08-06
26.9,82.2,1.0,85.6,2010-08-07
27.5,75.7,0.0,85.7,2010-08-08
28.1,72.8,0.0,70.3,2010-08-09
26.1,85.3,19.0,102.1,2010-08-10
28.2,74.0,1.0,186.2,2010-08-11
25.4,75.8,0.0,203.3,2010-08-12
26.0,88.0,11.0,178.4,2010-08-13
27.3,83.7,13.0,200.9,2010-08-14
26.9,80.6,114.0,974.0,2010-08-15
24.2,88.8,2.0,816.0,2010-08-16
25.7,72.8,0.0,448.7,2010-08-17
26.4,82.3,30.0,519.3,2010-08-18
28.2,77.4,0.0,505.5,2010-08-19
28.7,76.8,0.0,301.1,2010-08-20
28.5,75.5,0.0,218.7,2010-08-21
28.4,73.5,0.0,161.2,2010-08-22
27.2,81.7,1.0,142.9,2010-08-23
25.1,87.9,25.0,150.3,2010-08-24
24.8,86.0,8.0,256.4,2010-08-25
24.6,86.9,10.0,421.1,2010-08-26
26.5,78.0,0.0,775.2,2010-08-27
27.9,67.3,0.0,509.9,2010-08-28
26.3,78.5,47.0,409.0,2010-08-29
24.8,87.2,1.0,413.0,2010-08-30
24.5,90.1,35.0,518.0,2010-08-31
27.1,76.6,2.0,575.9,2010-09-01
26.1,79.4,14.0,675.5,2010-09-02
26.6,80.5,44.0,684.2,2010-09-03
26.6,79.6,0.0,598.9,2010-09-04
25.6,84.0,56.0,476.8,2010-09-05
23.3,90.0,3.065,727.9,2010-09-06
24.7,67.3,3.043,1189.7,2010-09-07
21.5,65.5,0.0,759.3,2010-09-08
21.9,81.1,2.0,452.3,2010-09-09
25.8,78.5,3.0,283.9,2010-09-10
23.0,94.2,99.0,1479.2,2010-09-11
23.2,87.8,30.0,4362.3,2010-09-12
23.0,79.5,0.0,2420.3,2010-09-13
23.0,77.9,0.0,965.6,2010-09-14
22.2,70.2,0.0,557.6,2010-09-15
21.8,73.5,0.0,388.9,2010-09-16
21.9,74.6,0.0,297.3,2010-09-17
22.9,70.1,0.0,249.2,2010-09-18
19.9,88.0,10.0,189.3,2010-09-19
20.2,92.8,12.0,179.0,2010-09-20
24.4,85.4,71.0,372.8,2010-09-21
17.7,88.1,23.0,4586.1,2010-09-22
